symbol_nse,note
NSE:UNIENTER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIINFO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIMECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIPARTS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNITECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNITEDPOLY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNITEDTEA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIVAFOODS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIVASTU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIVCABLES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIVPHOTO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:URAVIDEF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:URJA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:USK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UTKARSHBNK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UTTAMSUGAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UYFINCORP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VADILALIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VAISHALI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VAKRANGEE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VALECHAENG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VALIANTLAB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VALIANTORG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VARDHACRLC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VARDMNPOLY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VASCONEQ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VASWANI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VEEDOL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VENKEYS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VENUSPIPES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VENUSREM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VERANDA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VERTOZ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VESUVIUS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VETO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VGL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VHL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VHLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIDHIING-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIDYAWIRES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIJIFIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIKASECO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIKASLIFE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIKRAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIMTALABS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VINATIORGA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VINCOFE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VINDHYATEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VINEETLAB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VINNY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VINYLINDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIPCLOTHNG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIPULLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIRINCHI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VISAKAIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VISASTEEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VISHNU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VISHWARAJ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VITAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIVIDHA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VIVIMEDLAB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VLEGOV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VLSFINANCE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VMSTMT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VPRPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VRAJ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VRLLOG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VSSL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VSTIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VSTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:VSTTILLERS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WAAREEINDO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WALCHANNAG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WANBURY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WCIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WEALTH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WEIZMANIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WELINV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WENDT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WEWIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WHEELS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WILLAMAGOR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WINDLAS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WINDMACHIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WINSOME-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WIPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WONDERLA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WORTHPERI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WSI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:WSTCSTPAPR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:XCHANGING-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:XELPMOC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:XLENERGY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:XPROINDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:XTGLOBAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:YASHO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:YATRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:YUKEN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZEELEARN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZEEMEDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZENITHEXPO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZENITHSTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZIMLAB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZODIAC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZODIACLOTH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZOTA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZUARI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:ZUARIIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
